sentence,Unigram,Bigram,Trigram,Quadrigram,Unigram_Add1,Bigram_Add1,Trigram_Add1,Quadrigram_Add1,Unigram_AddK,Bigram_AddK,Trigram_AddK,Quadrigram_AddK,Unigram_AddToken,Bigram_AddToken,Trigram_AddToken,Quadrigram_AddToken
नया प्रतिपूरक वनीकरण अधिनियम ( 2016 ) भी वन विभाग को वृक्षारोपण करने के लिए परंपरागत भूमि पर क़ब्ज़ा करने की अनुमति देता है।,-194.9365883401353,-101.73352835007776,-47.960350018212445,-26.27071588796377,-193.93637306815504,-208.09703963138944,-246.70930201071207,-263.30892621590624,-194.3106894686343,-196.29220000350122,-234.98997172245925,-252.5134354693903,-284.8639820650303,-288.26936937392884,-288.7566804978136,-288.7773077899338
यह तो राजनीति की ही बलिहारी है कि ‘ खुदा मेहरवान तो गधा पहलवान ‘ ।,-134.0645481800734,-78.60797696767393,-32.180460884034176,-15.261506762330209,-133.25037278580484,-150.05113391767594,-173.60722094071699,-176.26741081709068,-133.57569024027364,-142.73983599571338,-166.44728838530142,-169.30393774927964,-193.96160294439952,-196.24448968719747,-196.34765024808414,-196.3479285305393
"अखिलेश यादव ने मीडिया से बात करते हुए कहा कि हमने जनता के सामने सच ला दिया है कि बसपा , भाजपा की बी टीम है।",-175.54022290055886,-113.0839633951212,-62.46349948247793,-39.16608940300723,-176.36544267165414,-197.50056946025964,-250.0757439607491,-274.09588278765216,-175.95623401156328,-183.58761152719418,-235.44929902841656,-261.5037211587997,-307.013096519433,-311.3915328358764,-311.86851971479615,-311.87681005679804
हिंदी न्यूज़ बिहार मुजफ्फरपुर मोबाइल टावर के नाम पर ठगी का प्रयास,-95.71641621812294,-47.21224851983429,-27.656687748640163,-18.932731281205424,-96.07499600033574,-99.27120794841017,-113.62226951538284,-120.83884862336168,-95.89723242732146,-92.27904118035356,-106.7273019601258,-114.5855730538281,-147.87291044389298,-150.12981714682937,-150.1423819048211,-150.1462150981339
जिसके बाद श्री राम ने वैसे ही किया।,-59.812165478538276,-39.89646484191378,-25.79315661618235,-12.958921669336162,-60.09159661022145,-69.55512481984566,-87.42850435380706,-89.21616201222865,-59.953020475826065,-64.60816757909774,-83.31802281934073,-85.45641624152147,-102.50917378319348,-103.92962184764863,-103.95557506914456,-103.9556327792726
वहीं दूसरी तरफ महान खिलाड़ी मास्टर ब्लास्टर सचिन तेंदुलकर अपने करियर के अंतिम चरण में थे।,-137.1001393275779,-61.118089108154884,-31.8214167790349,-19.44386220187502,-137.3639494944505,-139.26310467420547,-162.3779000752499,-171.1419577523134,-137.2279206373566,-130.21776096495185,-153.8012783557238,-163.53262891462933,-193.96154419559116,-196.3167617241119,-196.35276199203747,-196.353618440559
खेत न होने के कारण उनकी परेशानी और ज्यादा बढ़ गई है।,-84.47663739138744,-54.98867092353052,-30.124114765886105,-19.87860551918357,-84.87855309285922,-95.69283476497368,-120.04361466995785,-133.33329685288902,-84.67923846385759,-88.95210377697119,-113.45217018822923,-127.536242605262,-147.7244161268452,-149.81303801921803,-150.14551118225845,-150.16374243216592
"सतीश सिंह जिलाध्यक्ष्ज्ञ ‚ मृत्युंजय सिंह ‚ जिला उपाध्यक्ष 15 नंबर मानगो ‚ विपिन तिवारी बागबेडा ‚ विशाल सिंह ‚ जिला मंत्री साकची ‚ [ … ] नीट के उत्तीर्ण छात्र पहुंचे सुप्रीम कोर्ट , मांगा इंसाफ श्रीनारद मीडिया स्टेट डेस्क नेशनल इलिजिबिलिटी कम इंटरेस्ट टेस्ट ( नीट ) से इस वर्ष हजारों बच्चे डा . बनने की चाहत में उत्तीर्ण हुए।",-581.9703334150602,-285.77199365488906,-70.24348070190527,-21.28446997649756,-580.3866979414024,-628.5712668684959,-676.8142387077148,-684.102519404004,-580.9881159261873,-599.7067240821945,-650.2933980378459,-658.8039378725108,-723.1249388444904,-727.7017709926305,-727.7198328973667,-727.7203524265825
इस सड़क को देखकर अंदाजा लगाना मुश्किल है कि सड़क में गड्ढे हैं या गड्ढों में सड़क।,-135.38152575897854,-84.87887188760087,-41.813676503075634,-18.334200077020327,-135.44947687440697,-158.32480099929964,-181.73837314419808,-186.12885186384074,-135.3969981426816,-149.70126110505527,-173.42907985995308,-178.53052212171073,-204.50181155152134,-207.78759120455396,-207.86873071664655,-207.86890315229093
सपा विधायक अब्दुल्ला आजम ने ट्वीट कर कहा है कि सूरत का भीषण का भीषण अग्निकांड बेहद दुख भरी घटना है।,-169.15083172633103,-100.02121820336679,-33.951888522802285,-23.059236298202112,-169.6352956616468,-191.07214781044468,-217.63406113347347,-229.0785010127793,-169.39351690818862,-180.37306665949936,-207.00313480979415,-219.2429099122007,-251.1549039257641,-253.7306798605061,-254.11659510769783,-254.1236108876911
सऊदी अरब में कैद तेलंगाना के 29 कर्मचारियों पर सुषमा स्वराज ने हस्तक्षेप किया है।,-119.52855469719579,-73.09022749219342,-29.22910523173238,-16.56532490162586,-119.95798681173142,-137.72559660964174,-159.0132087656125,-169.22322331362048,-119.74519024093019,-130.1635361648954,-151.5291596538183,-162.4175228530397,-181.51761579711373,-184.4986278034237,-184.80476507410634,-184.81756435143558
ग्राम सभा में अगर निरस्त दावों में से दावे दार के पक्ष में साक्ष्य प्राप्त होते हैं तो उन दावों को उप खंड वन अधिकार समिति के समक्ष प्रस्तुत किया जाए।,-244.78499540430346,-150.96374053570977,-61.32502827712479,-27.748840912509237,-245.5176331869313,-282.8354384666025,-326.7914968556913,-342.7067491609853,-245.1521427566185,-267.79176437809076,-311.74496694293447,-329.4969241573522,-364.09892552956063,-369.60400151281027,-369.63235489319146,-369.63493297169146
संक्षेप में अगर विकास में मौजूदा तेजी को बनाए रखना है तो सरकार को आगे बहुत मेहनत करनी है।,-137.15113475402973,-100.19673702798826,-52.88243826981196,-16.830122680244052,-137.67081642820938,-169.02475582369564,-211.01450667536204,-215.82233786655507,-137.41236739055964,-159.22761398967867,-201.95282287290644,-207.6496752428333,-227.19795339342704,-230.6976190368849,-231.02211836456576,-231.02229141425676
भारत और ऑस्ट्रेलिया ( India vs Australia ) के बीच चार मैचों की टेस्ट सीरीज जारी है।,-131.01523220896595,-70.166867258558,-36.854899870115425,-20.968063163869136,-131.3781846446553,-140.20312856048898,-170.00478344928536,-181.4211857636863,-131.19589162897577,-130.69514892659203,-160.52866813943052,-173.1051518407438,-204.8940625314048,-207.57574939840302,-207.91062837531985,-207.91296512956526
इसका एक सिरा पाकिस्तान में और दूसरा भारत में है।,-68.7294032450088,-49.16558038457088,-32.755446215066776,-13.246603741787945,-68.96966081707254,-81.69860363707629,-107.64941548053706,-113.20129119881626,-68.8495388074478,-76.58896741511994,-102.53635588936544,-108.57189535367345,-124.10512063438108,-126.74235854216812,-127.05689599853031,-127.05912645336471
हमने इस फर्जीवाड़े और लूट को खत्म करने की कोशिश की है जिससे करोड़ों रुपये की बचत हुई है।,-134.09399189051015,-86.50515657987653,-43.78856009157134,-25.381651832368064,-134.5914999079819,-153.01823434377013,-188.01646625571522,-204.93063876672792,-134.3438592366759,-143.29920487532897,-177.74845847842334,-195.82127822845874,-226.88991819740014,-230.67408941239788,-231.01156918659285,-231.02052118554016
बच्चों का भ्रमण कार्यक्रम सीएसआईआर व केद्रीय विद्यालय संगठन ( केवीएस ) के साथ हुए विस्तृत छात्र - वैज्ञानिक कनेक्ट प्रोग्राम ‘ जिज्ञासा के तहत हुआ है।,-223.83216479994823,-127.85102376792352,-49.18610820554732,-18.593711272505413,-223.83429920670233,-248.91922350514986,-288.564910300954,-299.6432368941505,-223.80894942309442,-236.255400730113,-276.33280441013136,-288.1481726122477,-319.7835518782632,-323.03185036304376,-323.423593666013,-323.4301965228632
फायर सेफ्टी सिस्टम लगाने को स्वयं ट्रेड फेयर मैनेजमेंट ने लिखित में दिया था।,-119.69342485156783,-68.6941996336876,-28.226053821977384,-13.939750922347889,-120.04680382664738,-135.81680301007276,-154.6890518798516,-161.3092691979056,-119.87160236672095,-128.4589198615255,-148.13427583739724,-155.3237845738093,-170.89342526297722,-173.2123332118295,-173.26274930666716,-173.26663040838747
हाल ही में उत्तर प्रदेश में एक मंदिर परिसर में एक शख्स के द्वारा एक मासूम बच्चे की पिटाई सिर्फ इसलिए कर दी गई कि वह प्यासा था और पानी की तलाश में मंदिर परिसर में प्रवेश कर गया था।,-268.69111051662674,-167.15308201337297,-110.03083500506804,-56.21082633159622,-269.7281501084616,-299.33235289087577,-388.4836076586491,-429.7776845662517,-269.20858495247387,-277.66912578642325,-366.8225424801856,-411.98262153394813,-465.8456384665207,-473.4298407537234,-473.57347287010384,-473.5911279288171
"प्रिय त्रिजोया कोई आपको बुला रहा है , त्रिजोया जी फ़ोन उठाओ , त्रिजोया आपको एक टेक्स्ट संदेश मिला इत्यादि . . . कुछ रिंगटोन्स डाउनलोड के लिए उपलब्ध हैं . एक्सचेंजों के बीच प्रतिस्पर्धा गर्म हो गई है।",-313.06717485875356,-161.89523563352824,-70.31052903685031,-31.074612306122233,-313.3124966813269,-334.57465031466546,-392.3575254150159,-415.42792725757886,-313.17797694435706,-315.0389589974184,-372.174814447109,-396.2450340889357,-456.0547720783537,-461.3592368443547,-462.00321289448,-462.0412346175889
आईपीएल 2021 नीलामी से पहले पंजाब फ्रेंचाइजी ने उन् ‍ हें रिलीज किया था।,-114.45415499141613,-63.55787990262992,-32.00345316342044,-17.249381110484553,-114.85125617548276,-125.17022621032488,-149.0347776169683,-158.99439146968678,-114.65435282024286,-117.45107464761377,-142.1022232622888,-152.76605895585305,-171.3842550435636,-173.19844239775142,-173.26007246317607,-173.2663513434519
भारतीय टीम के वेस्टइंडीज दौरे के बाद अंतर्राष्ट्रीय क्रिकेट को अलविदा कह देंगे।,-102.38643076619283,-58.91940965107689,-33.4655767801597,-17.37926716831218,-102.7769666408065,-113.93699560075146,-135.89595971388934,-140.74517363128493,-102.58338837373556,-106.99596788181533,-128.90179112794564,-134.22232517179,-158.7498569302993,-161.64633299858176,-161.71145768139746,-161.7119093743975
एक सौ आठ सेवा के एमपी जितेंद्र व चालक मुकेश खन्ना ने बताया कि मयंक के सिर में गंभीर चोटें आयी हैं।,-173.73536120004795,-105.15935776440176,-41.25677572628275,-25.275175193882603,-174.35556656383835,-198.78068311514292,-229.51213722778633,-241.61490619401678,-174.04817820762963,-187.6207265601271,-218.52535821839143,-231.80863521521167,-261.6902502782458,-265.4812773740488,-265.64300548040603,-265.6653196381588
1987 में दंगे और कर्फ्यू के दौरान अमर उजाला ने शांति बनाए रखने के लिए हमारे भी कोट्स छापे थे।,-159.10390465976462,-96.79804895184758,-44.502627309247565,-22.859204090923342,-159.4857072611054,-182.97196244150544,-215.17413151606542,-223.7295106124739,-159.29410052370974,-173.18891215929813,-205.63817852802754,-214.95418240254367,-238.46137852737505,-242.36772002331548,-242.57095722897893,-242.5729848248223
"ये भी पढ़े : यूपी में उपचुनाव के अंतिम दौर में कांग्रेस ने झोंकी पूरी ताकत , तूफानी दौरे जारी",-153.3033139439294,-99.64219860768627,-44.26887009934377,-21.212149314917937,-153.5968993600702,-180.98667847374605,-208.68993588719349,-215.69184973229022,-153.44206876707364,-170.71570654800107,-198.55236416483478,-206.4877678938067,-238.50430623598135,-242.55431616275513,-242.56407390987997,-242.5644972958909
मौके पर पहुंची पुलिस ने छह लोगों हिरासत में ले लिया है।,-81.82175632464616,-46.18739178827774,-27.356358470656716,-16.01129829719069,-82.22620627474035,-85.14439823331283,-107.70999708061579,-116.8862192722587,-82.02562685395858,-78.21639496093897,-100.30633060922771,-109.88327992807781,-147.57727962575356,-149.81801441288735,-150.15415899529472,-150.16001953383156
राजगढ़ - बड़ौदिया।,-36.106167831510106,-23.821299567365262,-11.860309380668053,-11.860309380668053,-35.42257951523915,-44.46419030579814,-44.29158648913801,-44.29158648913801,-35.70425624161968,-43.44485076571638,-43.1250799915526,-43.1250799915526,-45.173376316035714,-46.20448213568784,-46.20448032245373,-46.20448032245373
लेकिन यह सभी लोग जिला पंचायत की तहबाजारी की वसूली बताकर असलहा व डंडे की नोक पर अवैध वसूली कर रहे हैं।,-172.43766303945438,-100.57343816833698,-42.18793473726586,-16.965242635553714,-172.8470032556617,-192.85624943589679,-224.0387401514713,-234.45848927149046,-172.6418993307929,-181.24075414984046,-213.18742538357137,-224.4998214713493,-262.3145042643089,-265.4942285268803,-265.63588983650004,-265.6573578419663
आँचल में तेरे मुस्कुराता जीवन,-54.25822785087166,-33.14806659765339,-12.553456561227998,-11.860309380668053,-53.78787791684193,-64.99018213524029,-66.00757385854203,-66.00756423348608,-53.997065275608286,-63.08705817831011,-64.0301660196302,-64.03014676979623,-67.80794018958021,-69.30666474378123,-69.30671392760527,-69.30671392751263
वर्ष 2012 में कांग्रेस सत्ता में आई थी और इन्हीं कार्यकाल के दौरान सरकार ने इस केस की जांच का जिम्मा विजिलेंस को सौंप दिया था।,-184.17822971523714,-110.6095789400216,-67.28660420310612,-38.116666922878444,-184.93200955251686,-204.36581777181425,-259.17259030899766,-284.36447780582824,-184.55822338376015,-190.42591310824122,-244.43861951804243,-272.39929026624316,-306.6236198067489,-311.76665901863527,-311.87358235236616,-311.8789449715994
यह फैक्टरी गैंगस्टर चिंकू पठान की है।,-67.2193789576689,-26.74977533856894,-12.559983390924682,-11.860309380668053,-66.92484670665945,-65.12932659651884,-74.47033916552034,-80.74230246606453,-67.05176938270809,-62.03462536169056,-71.13802736517833,-77.68700697232461,-90.62573995856228,-92.07360860577245,-92.37780425971735,-92.38803129338456
"बता दें कि मेजर ध्यानचंद जब 40 वर्ष के थे , तब भी उन्होंने 22 मैचों में 68 गोल करने में सफल रहे थे।",-178.0969983556767,-107.24632781294206,-54.002761294161814,-25.51938232143181,-178.73718089632663,-199.26047078434257,-239.84158708418036,-255.63797327386422,-178.41901889606757,-186.55757676400384,-227.58852025212326,-245.008828278345,-284.6007398674085,-288.7015234452838,-288.75578969316325,-288.7648238938943
एसएसपी कृष्ण कुमार वीके ने शनिवार को हत्याकांड का खुलासा किया।,-89.3799458277153,-53.875723765860066,-26.2791068173015,-18.2505500477334,-89.70150912622451,-101.52500996679073,-119.86893870477368,-126.49404963272586,-89.54209364597246,-95.63328294653613,-114.24119364278425,-121.58454134522911,-136.61294302383678,-138.5821556201262,-138.61135619935638,-138.61286625314727
इसी दौरान मेलास्थल से करीब दो किमी जाने पर 7 लोगों ने रास्ता रोककर बहन से छेड़खानी शुरू कर दी।,-159.21590384598701,-96.01263629058674,-42.72564342868319,-12.5711561383274,-158.95955254897623,-179.56377199690223,-210.50603815700438,-215.6518532986958,-159.0272225934281,-169.53286654653056,-201.2384210359217,-206.75341560119566,-239.89464660994886,-242.53069546424,-242.561997911505,-242.56420906323623
हिंदी न्यूज़ उत्तर प्रदेश लखनऊ आंखों में पानी होठों पर चिंगारी . . . .,-111.27516950005341,-55.18942632126762,-26.757778926673915,-14.462276884953816,-111.60609796385658,-111.58747978688751,-130.72134905023745,-139.09619027821236,-111.44091061266134,-103.81229394651773,-122.55258612841801,-131.139518082574,-181.7942950478797,-184.613780397787,-184.75198478813675,-184.7856243576157
फिर फिर क्या।,-30.030793837690805,-21.871157174695558,-11.860309380668053,-11.860309380668053,-30.070371771390228,-37.6091698968634,-39.35618449332242,-39.35618449332242,-30.05014388048193,-35.957965816869695,-37.90644512948821,-37.90644512948821,-45.298573729493626,-46.20172193235659,-46.2018177426704,-46.2018177426704
नेशनल हाइवे पर लंबे जाम और निचले इलाकों में पड़ रही भीषण गर्मी से निजात पाने के लिए पर्यटक रेल से शिमला पहुंच रहे हैं।,-195.50083504020338,-111.38267961658768,-53.27138296936508,-23.70289824033016,-196.22485975008547,-217.65944079385145,-258.42532993111286,-274.12079885514817,-195.86599974744837,-204.22920183248686,-245.79620475747308,-262.80388839079177,-296.20571018643085,-300.02690607506275,-300.3060236253133,-300.3283474641477
इस वजह से फायर ब्रिगेड की गाड़ियों को आने में काफी दिक्कत हुई।,-97.12212894391772,-60.17565920512409,-33.798499195632886,-18.391829189856963,-97.51121356423317,-110.89878337448002,-133.1381093627499,-137.8055161438021,-97.31833686689676,-103.80462333593138,-126.30620148910452,-131.6832431881791,-158.65190358936658,-161.6440223761348,-161.66279080053366,-161.66337750579842
व्हाइट हाउस ने अपने बयान में कहा कि दोनों नेताओं ने आगे भी इस तरह आतंकवादी संकटों से साथ में लड़ने की बात कही।,-169.1844700475977,-104.55779124238293,-67.31685859209753,-28.010853378178158,-169.70773934322645,-190.28802116894695,-240.49975358910223,-257.2379667949421,-169.4429987570976,-177.22473690670006,-227.45560218398666,-245.59592252906512,-284.0991861788483,-288.67525522990735,-288.77264330421565,-288.7765282318361
सिद्धू ने कहा कि पंजाब के पिछले मुख्यमंत्री प्रकाश सिंह बादल और उनके बेटे सुखबीर बादल राज्य में गुंडातंत्र चला रहे थे।,-170.5030446275132,-99.2788271944756,-47.63978359510734,-23.819969847944662,-170.44871762393348,-189.0773061836178,-225.91004613924613,-241.8452590877973,-170.41946613731372,-177.67102082536272,-214.69234107486886,-231.4585059177834,-262.1941748157547,-265.5284632274709,-265.64231959845563,-265.6753629774169
"अन्य लक्षणों में बुखार , गल - शोथ , बेचैनी , वजन हानि , बालों की हानि और सिरदर्दशामिल हो सकते हैं।",-179.6858443587525,-119.76084820137173,-29.448843787613225,-13.669613159547017,-178.74725982261273,-217.48389478118446,-235.34962559583698,-242.75679717210699,-179.09829409622054,-208.0266130061325,-225.3815288530084,-233.32326240991293,-260.94333922413085,-265.5360650017739,-265.6632909061649,-265.6737851251089
मुख्यमंत्री के आवास तक मार्च के दौरान सरदार सुखबीर सिंह बादल को किया गिरफ्तार,-104.39452101422012,-74.13237412938904,-36.57210984960713,-14.787048782735093,-104.78992164806974,-127.71431200088524,-150.70768787077546,-154.4309927296488,-104.59369082248513,-120.29869843877252,-143.5862170481576,-147.8720847380431,-170.1510549578342,-173.23781780780047,-173.2631996200027,-173.2633726269849
"2017 में सुहेलदेव भारतीय समाज पार्टी , अपना दल के साथ गठबंधन कर 403 में से 324 सीटें हासिल की।",-154.88936570750175,-96.24799018611847,-47.897141219580234,-20.11353702624983,-155.15013069231074,-179.2087471655798,-213.94866885190788,-222.939303030415,-155.0159707026773,-168.97507834447825,-203.95645958354177,-214.01912687582208,-238.45153319310015,-242.48059220793138,-242.57234072863713,-242.57311949419474
एपीएन पीजी कॉलेज में छात्रों में कालेज में रिक्त पदों पर शुरू की गई भर्ती प्रक्रिया को लेकर नाराजगी है।,-149.95296501558983,-90.07746699567211,-57.719678875599,-25.978587648502145,-149.87809011979422,-169.35640933337066,-215.78783919810107,-227.77954530321057,-149.8592370404399,-159.0024359109816,-205.76808602216974,-219.46154444492868,-238.12377894009038,-242.22315397233132,-242.57261951655096,-242.57343709769802
2014 में कोलकाता ने केरल को ही फाइनल में 1 - 0 से हराते हुए खिताब जीता था।,-135.32203837559055,-89.93681110566675,-40.808673135382904,-18.32974572667095,-135.4847285425882,-160.59011764993778,-190.18753278473795,-197.95410107375295,-135.3853549518159,-151.27583335454796,-180.9776135289803,-189.53577864366,-215.74491529164285,-219.41279253233222,-219.46971188518845,-219.47056830776924
जून महीने में अधिकतम बारिश का रिकार्ड,-56.392367722669874,-42.87145757657944,-26.159849739611158,-12.147991453119834,-56.626869888031145,-72.32297413087939,-84.0376250251387,-84.25798894229717,-56.51061532287712,-68.47692427475914,-80.65984937853148,-80.90560862309691,-90.57474504551686,-92.40597813179112,-92.40876469384325,-92.4087742919397
पंपोर में आतंकियों के खिलाफ सेना का सर्च ऑपरेशन जारी है।,-85.2548415595643,-53.827103854554636,-27.116197617932414,-15.39503815495473,-85.39045923934408,-98.4930518740553,-120.03245588358706,-127.23130218662939,-85.31793993023791,-93.00174792746239,-114.15816458885764,-121.99449488033079,-135.67893310595753,-138.28671136190513,-138.61127036681285,-138.6132896210383
"हिंदी न्यूज़ उत्तर प्रदेश अमरोहा खेत में गेंद लेने गए बालक को पीटकर किया घायल , पुलिस को दी तहरीर",-153.5883502566269,-98.66866304695107,-37.06811890662126,-18.70192485714565,-154.15536587394502,-178.97142852598967,-199.06412691370997,-204.79998775037046,-153.87419434221897,-168.43474633197536,-188.66657724691382,-195.2394036767361,-239.40181942527798,-242.53460233093452,-242.55129591619325,-242.5517480662131
"दूसरी ओर , एमडी पीवीवीएनएल अरविंद मल्लप्पा बंगारी और मुख्य अभियंता मेरठ जोन ने आंधी से हुए नुकसान को लेकर सोमवार को अधिकारियों से जानकारी ली।",-215.56840231307305,-117.60595262134157,-49.71193510402573,-19.00054906442555,-214.27072623265033,-237.9285857338318,-272.13552662353015,-280.4922468720911,-214.7461636932997,-224.65227405800405,-259.3326604055944,-268.7308862605071,-308.01046707221707,-311.8376089473685,-311.8764635526415,-311.87725230440515
"मौसम विभाग द्वारा यहां जारी पूर्वानुमान के अनुसार , प्रदेश के उत्तरकाशी , चमोली , रुद्रप्रयाग तथा पिथौरागढ़ जिलों के 3000 मीटर से अधिक ऊंचाई वाले स्थानों पर कहीं - कहीं भारी बफऱ्बारी हो सकती है जबकि कहीं - कहीं विशेषकर देहरादून , नैनीताल , दिहरी , पौड़ी तथा हरिद्वार जिले में ओलावृष्टि भी हो सकती है।",-442.6199333133104,-276.5792555324727,-100.52641866477289,-34.856269442104065,-442.64166395864044,-513.6231068635338,-589.7513148816457,-614.0858463911236,-442.51815301199906,-486.25467229466216,-562.9108137100062,-589.2167740696781,-660.8502889138664,-669.5894041481853,-669.949991094105,-669.9610269207419
इंसानियत की मूरत हैं।,-39.128409788221845,-24.85671409116282,-12.553456561227998,-11.860309380668053,-38.80206024038477,-46.14944014233715,-54.74412950331577,-54.74411987825982,-38.944657363693466,-44.53594026162627,-53.06682625657637,-53.0668070067424,-56.24174522096634,-57.63023308525873,-57.75558750011252,-57.75558750001988
महिला दिवस के मौके पर पंजाब सरकार ने दिया यह ख़ास तोहफा,-89.86080829245704,-59.497888960205096,-34.59025347405982,-21.931464225042856,-90.18642609805315,-105.22810093054599,-125.21666783190625,-133.12753227763642,-90.02479425690362,-98.66912884578802,-118.63676603606731,-127.39448475280764,-147.69209935042096,-150.13701858091173,-150.16086742672982,-150.1621755657312
"एलिजाबेथ के समकालीन विशिष्ट व्यक्तियों की , यहाँ तक कि शेक्सपीयर आदि की भी , जीवनी के अभाव में साहित्यकारों और इतिहासकारों को शु डिग्री में अनेक अड़चनों का सामना करना पड़ा था।",-263.4013262929789,-167.3391180922292,-55.360616143255605,-22.975420396460642,-263.10524366601686,-310.9607401119006,-348.92150569108486,-361.1870489496133,-263.2175751553691,-296.59017489062643,-333.42006504539285,-346.7499606191055,-385.39943179749537,-392.66986140083594,-392.7336954266371,-392.73714720472833
"लक्ष्मणगढ़ की 20 सीटों में से भाजपा ने 4 , कांग्रेस ने 7 , निर्दलीय 8 और एक सीट पर सीपीआई ने जीत दर्ज की है।",-176.0595990220492,-131.80960182318898,-64.63568035910502,-27.19664519270982,-176.16109765987096,-217.24446327829128,-268.6501604779458,-286.4438248708156,-176.0546612674125,-204.4718920511303,-255.04513346196566,-274.612271539231,-305.79533716447855,-311.5426029172687,-311.8687946765768,-311.87982992951885
उनकी परेशानी और सुविधा की चिंता मैं तो कर नहीं सकता।,-79.84536784845336,-67.96390951638028,-30.567455457144302,-12.553456561227998,-80.21051327767474,-106.90859206490913,-124.35760103049206,-126.46623607327102,-80.02945238481892,-100.84976737907685,-119.31920178965957,-121.7727819954873,-136.48813710318387,-138.6084949933149,-138.61124166684834,-138.6113378988792
किसी भी तरह की परेशानी या साई का लुक सामने आने से बचाने के लिए मेकर्स ज्यादा सावधानी बरत रहे हैं।,-156.50347221843901,-91.20950682453957,-42.81943071677226,-24.06832970806582,-157.06951995895375,-171.90904778712036,-205.58815831697086,-222.3499194249589,-156.78867968078234,-160.79108564958324,-194.43388068345203,-212.23541927280294,-250.52380068626218,-253.80801416175157,-254.09722925368027,-254.1205341809599
जब बाजीराव को यह संदेश प्राप्त हुआ तब वह अपना भोजन ग्रहण कर रहे थे।,-116.2638081335446,-72.22085947667505,-34.35110161221138,-13.76354559257137,-116.69446027001335,-132.03356271981676,-157.0265570304758,-163.89965597708908,-116.48069398273586,-123.5933254351792,-149.7848452370062,-157.14890399566673,-183.0469364330428,-184.7551818778282,-184.80608013056212,-184.8111589235353
* पुरुषोत्तम मास में क्या करें और क्या न करें ?,-88.54751126095483,-51.884733341131174,-31.871827131880973,-15.261506762330207,-88.87157096762313,-99.37034282599127,-122.23527736775267,-126.44361440494822,-88.71088426638046,-93.00711049001877,-116.62263075814897,-121.54114317355682,-136.71172346565402,-138.5940931781651,-138.61226984630076,-138.61246230304386
दरअसल कांग्रेस नेता अजय राय ने मुख्यमंत्री को पत्र लिखकर अपनी सुरक्षा बढ़ाए जाने की मांग की है।,-132.8958885910044,-74.0966815186016,-41.46629756060638,-19.984052351592123,-133.43001663152438,-142.97521520659302,-176.07228481832038,-188.91870888574044,-133.16504987192366,-132.78233705889252,-166.280354367167,-179.99884785387187,-216.32978720384267,-219.13154220476616,-219.45258461084038,-219.46526250295852
कृषकों को इस दिशा में जागरूक किया जा रहा है।,-68.7651474427014,-38.507089937230226,-27.542639205834934,-16.719892195171006,-69.06501391528982,-71.51328503521364,-93.7965183548486,-105.02417003641578,-68.91624514296628,-65.92162521767767,-87.94172044164816,-99.7375622658136,-124.43975135657875,-126.69338380646555,-127.02086212315633,-127.04957298939038
"कोरोना वायरस के संक्त्रमण की शुरूआत से ही संदिग्ध मरीजों की खोज , उनका सैंपल लेने और जांच के लिए लखनऊ भेजने का काम उनके निर्देशन मेें ही हो रहा है।",-223.10163695698535,-143.2625677357266,-68.8223571409108,-28.015854927956507,-223.3358808215713,-256.2134278470641,-310.85357651505313,-330.2269665488109,-223.16370851931646,-240.8067591819483,-295.3673698626243,-316.3342798040649,-363.62056069005365,-369.11670663527906,-369.598096088876,-369.62719963010744
छापे के दौरान मकानों में पुलिस ने 30 से 35 साल की पांच महिलाएं और 21 से 23 वर्ष की 10 युवतियों को हिरासत में लिया।,-180.87430688827584,-133.31084563730425,-74.01305258025181,-26.434867212968967,-181.6401012254888,-224.06503132323334,-278.09904853812736,-291.30696478652413,-181.26039194748236,-210.8231657487745,-265.520731404241,-280.1949744632847,-305.84514563069257,-311.81766357331395,-311.8779544807185,-311.88008980102836
"इसके अनुसार , लॉकडाउन का पांचवां चरण 30 जून तक जारी रहेगा।",-94.75119068583906,-55.801333775806484,-29.963885832599253,-17.17842937451227,-95.06698185084777,-105.74069841784392,-125.87531243541079,-132.1188999079208,-94.90978583204324,-98.8228954413134,-119.45403926730415,-126.55390434220658,-148.31660664195894,-150.12695028268814,-150.13536870461778,-150.13577287377743
"रिपोर्ट के मुताबिक़ , राज्य में मुस्लिम लड़कियों की शिक्षा का आंकड़ा तो बेहद निराश करने वाला है।",-129.60152200053682,-87.34408756224879,-44.62261184716581,-20.62436265001581,-130.13278545497457,-153.6991457018641,-188.31317749880674,-198.19746250809789,-129.86934883710265,-144.20067964919807,-178.86099168022773,-190.14004435869364,-215.3252154600946,-219.15427996783674,-219.4683943282027,-219.46968339879933
इश हल्के से लेने के लिए कुछ नहीं है।,-64.98255745913404,-38.84788966880527,-26.08791801403502,-21.005699718275277,-64.88066086521223,-70.44067445091818,-91.61597141821655,-105.77863211832693,-64.91244288714834,-65.99929938207578,-86.82613142351629,-101.60509782163525,-112.81324212191016,-115.0425396971953,-115.49828165739446,-115.51100791886307
